channel|id|sales|returns_|profit
catalog channel|catalog_pageAAAAAAAAAFJAAAAA|0.00|4970.88|-2699.77
catalog channel|catalog_pageAAAAAAAAAGABAAAA|1745823.40|17190.87|-200978.18
catalog channel|catalog_pageAAAAAAAAAGBBAAAA|0.00|3981.95|-3967.26
catalog channel|catalog_pageAAAAAAAAAGCBAAAA|0.00|2701.33|-1430.01
catalog channel|catalog_pageAAAAAAAAAGDBAAAA|42539.88|0.00|-6550.19
catalog channel|catalog_pageAAAAAAAAAGIAAAAA|0.00|3123.67|-2215.29
catalog channel|catalog_pageAAAAAAAAAGJAAAAA|0.00|196.56|-655.14
catalog channel|catalog_pageAAAAAAAAAHABAAAA|1640110.08|23606.64|-335960.19
catalog channel|catalog_pageAAAAAAAAAHBBAAAA|0.00|1915.58|-450.48
catalog channel|catalog_pageAAAAAAAAAHDBAAAA|42028.63|0.00|-32454.40
catalog channel|catalog_pageAAAAAAAAAHIAAAAA|0.00|756.56|-446.44
catalog channel|catalog_pageAAAAAAAAAHJAAAAA|0.00|4000.77|-1788.46
catalog channel|catalog_pageAAAAAAAAAIABAAAA|896408.55|2749.99|1008.20
catalog channel|catalog_pageAAAAAAAAAIBBAAAA|0.00|249.07|-229.25
catalog channel|catalog_pageAAAAAAAAAICBAAAA|0.00|1235.94|-461.53
catalog channel|catalog_pageAAAAAAAAAIDBAAAA|47831.88|0.00|-11903.33
catalog channel|catalog_pageAAAAAAAAAIIAAAAA|0.00|48.30|-93.24
catalog channel|catalog_pageAAAAAAAAAIJAAAAA|0.00|469.35|-309.36
catalog channel|catalog_pageAAAAAAAAAJABAAAA|687353.95|4251.91|-140103.22
catalog channel|catalog_pageAAAAAAAAAJBBAAAA|0.00|1449.36|-1386.43
catalog channel|catalog_pageAAAAAAAAAJCBAAAA|0.00|2750.26|-999.63
catalog channel|catalog_pageAAAAAAAAAJIAAAAA|0.00|4742.23|-2778.57
catalog channel|catalog_pageAAAAAAAAAKABAAAA|804069.45|4847.44|-139646.25
catalog channel|catalog_pageAAAAAAAAAKBBAAAA|0.00|3880.46|-3208.04
catalog channel|catalog_pageAAAAAAAAAKIAAAAA|0.00|666.08|-574.58
catalog channel|catalog_pageAAAAAAAAAKMAAAAA|0.00|171.20|-57.72
catalog channel|catalog_pageAAAAAAAAAKPAAAAA|0.00|44085.40|-25841.59
catalog channel|catalog_pageAAAAAAAAALABAAAA|858379.96|43.30|-29121.26
catalog channel|catalog_pageAAAAAAAAALBBAAAA|0.00|423.70|-827.07
catalog channel|catalog_pageAAAAAAAAALCBAAAA|823028.82|1781.29|-72516.84
catalog channel|catalog_pageAAAAAAAAALMAAAAA|0.00|200.49|-240.98
catalog channel|catalog_pageAAAAAAAAALPAAAAA|0.00|63628.97|-39829.33
catalog channel|catalog_pageAAAAAAAAAMABAAAA|1023377.28|1281.42|-2299.41
catalog channel|catalog_pageAAAAAAAAAMBBAAAA|0.00|1125.55|-817.44
catalog channel|catalog_pageAAAAAAAAAMCBAAAA|891319.17|0.00|-109082.01
catalog channel|catalog_pageAAAAAAAAAMPAAAAA|0.00|24669.51|-15905.44
catalog channel|catalog_pageAAAAAAAAANABAAAA|892536.05|16837.60|-132670.49
catalog channel|catalog_pageAAAAAAAAANBBAAAA|0.00|33.99|-1621.26
catalog channel|catalog_pageAAAAAAAAANCBAAAA|686868.27|0.00|-136660.11
catalog channel|catalog_pageAAAAAAAAANMAAAAA|0.00|1363.70|-1435.33
catalog channel|catalog_pageAAAAAAAAANPAAAAA|0.00|47255.09|-26109.93
catalog channel|catalog_pageAAAAAAAAAOABAAAA|744625.71|2461.32|-108593.99
catalog channel|catalog_pageAAAAAAAAAOBBAAAA|0.00|5619.24|-2106.14
catalog channel|catalog_pageAAAAAAAAAOCBAAAA|791015.90|1307.52|-26862.65
catalog channel|catalog_pageAAAAAAAAAOMAAAAA|0.00|2178.21|-676.96
catalog channel|catalog_pageAAAAAAAAAOPAAAAA|0.00|52796.79|-28397.23
catalog channel|catalog_pageAAAAAAAAAPABAAAA|0.00|387.42|-888.79
catalog channel|catalog_pageAAAAAAAAAPBBAAAA|0.00|43.40|-119.95
catalog channel|catalog_pageAAAAAAAAAPCBAAAA|929378.04|632.52|-27034.12
catalog channel|catalog_pageAAAAAAAAAPMAAAAA|0.00|NULL|-1475.56
catalog channel|catalog_pageAAAAAAAAAPPAAAAA|0.00|32165.01|-26878.37
catalog channel|catalog_pageAAAAAAAABAABAAAA|0.00|51328.50|-35935.90
catalog channel|catalog_pageAAAAAAAABABBAAAA|0.00|280.68|-217.04
catalog channel|catalog_pageAAAAAAAABACBAAAA|0.00|287.63|-1044.13
catalog channel|catalog_pageAAAAAAAABADBAAAA|773413.89|0.00|-111332.38
catalog channel|catalog_pageAAAAAAAABANAAAAA|0.00|1.76|-60.93
catalog channel|catalog_pageAAAAAAAABBABAAAA|1705643.62|14333.87|-208865.96
catalog channel|catalog_pageAAAAAAAABBBBAAAA|0.00|394.81|-188.74
catalog channel|catalog_pageAAAAAAAABBCBAAAA|0.00|1056.86|-2028.56
catalog channel|catalog_pageAAAAAAAABBDBAAAA|838175.06|0.00|-117474.27
catalog channel|catalog_pageAAAAAAAABCABAAAA|1638222.82|10186.83|-251908.56
catalog channel|catalog_pageAAAAAAAABCBBAAAA|0.00|11762.53|-4846.75
catalog channel|catalog_pageAAAAAAAABCCBAAAA|0.00|1220.80|-2545.30
catalog channel|catalog_pageAAAAAAAABCDBAAAA|79281.03|0.00|12985.26
catalog channel|catalog_pageAAAAAAAABCJAAAAA|0.00|3593.94|-1951.81
catalog channel|catalog_pageAAAAAAAABDABAAAA|1872679.23|31693.91|-210637.24
catalog channel|catalog_pageAAAAAAAABDBBAAAA|0.00|708.59|-976.41
catalog channel|catalog_pageAAAAAAAABDCBAAAA|0.00|805.56|-213.91
catalog channel|catalog_pageAAAAAAAABDDBAAAA|33089.63|0.00|-17213.95
