ca_county|d_year|web_q1_q2_increase|store_q1_q2_increase|web_q2_q3_increase|store_q2_q3_increase
Chemung County|2000|1.7801689717691311|0.7147925720060385|2.7120020776632137|2.049963847141741
Chesapeake city|2000|0.910827747420609|0.8260255269748353|4.384576571956052|2.2431130670387347
Cheshire County|2000|1.327918091618621|0.7932458904853631|2.4051683975361797|1.3366988040912813
Chisago County|2000|2.393792691753611|1.0353817709358644|1.2144082743833398|1.024698530733748
Chouteau County|2000|2.55874849597699|1.1207478789057688|2.0420408401988563|1.8627503667325378
Clallam County|2000|11.161152192281826|1.0249348768171356|2.297431950981405|1.6069721255505478
Clarendon County|2000|1.1495675132973622|1.1383465971887474|3.085494226278161|1.2981134556296372
Clayton County|2000|1.1222369801328653|1.082601214657126|2.616205506927851|1.3996437151546095
Clearwater County|2000|0.9055820060648855|0.7990042280067174|2.6253792939093925|2.3250573913585106
Coal County|2000|1.187988646322598|1.1385882974779797|1.381726702180928|1.3065017689636498
Cocke County|2000|0.904960924749118|0.808126252122353|1.3377269010309842|1.3169291920209387
Codington County|2000|0.9156817196392391|0.8917725138447726|4.2701368119960765|2.2894925645902826
Coffey County|2000|2.3946848026157537|1.2194011099271924|1.8307571292264224|1.6587954928779585
Coleman County|2000|2.4553763449527204|1.3702595561135318|1.3254250742714238|1.2838024227927671
Collingsworth County|2000|0.8595519370983942|0.7131847342506628|2.115051807681381|1.7510194662509049
Colquitt County|2000|3.4893474866264342|0.9165941804172445|2.090990991075097|1.8797057010072287
Columbus County|2000|1.824072050416002|0.828223852556519|2.9995692767552224|1.7864566825582495
Comal County|2000|1.5177049347521616|0.8394552147851697|2.3418398234734568|1.934019271027666
Conecuh County|2000|1.3340929402874457|1.119232079032235|2.0869476437738483|1.1449650294439817
Cortland County|2000|1.4272790639831743|1.3498749780480948|2.1994855633784294|1.8387757606610804
Coshocton County|2000|1.0771201829441972|1.0600935822781563|2.0435908183341303|1.741918007677977
Cottonwood County|2000|0.951586346711071|0.7795733900136544|3.010543246439121|2.462950925238532
Daniels County|2000|1.3065046441411472|0.7981344159395046|3.391582888543112|1.5977395666211618
Danville city|2000|1.3245582117256423|0.9463054734384628|3.7308143882750833|1.6902919672595986
Darke County|2000|1.0768929607305402|0.9513222069119711|1.8096625831549282|1.307561500499888
Davie County|2000|2.312790546174253|0.8661183868756157|1.9704803752399933|1.840250721006315
De Witt County|2000|1.2095758161341403|1.0368720730210854|2.3019021898338163|1.6976332882007208
DeBaca County|2000|1.1104520891663554|0.8336301817717883|3.1604664114031795|1.5076139130421682
DeWitt County|2000|4.886508600327338|0.7542913156832536|2.362674398663216|1.8250715162533435
Dearborn County|2000|1.0745910650239863|0.7349600649457854|3.815855338964833|1.9813070165063116
Deer Lodge County|2000|1.6128697401768943|1.107390928337263|3.076898556674117|1.2548975966517026
Defiance County|2000|1.6881854304392505|0.6899335544999884|5.3895881029270525|2.7593273692234734
Dickey County|2000|1.5368696681618805|0.7078545730432596|2.5221528021890256|1.551858429553098
Dillingham Census Area|2000|1.703510466791093|0.7853970329744584|1.6465830365504588|1.4355346535676057
Dimmit County|2000|0.7231190435930739|0.6374366870393824|4.278227853859209|3.2120850885348715
Dodge County|2000|1.2707592461499198|0.9404753285624902|1.83472169240165|1.576358062282033
Donley County|2000|2.9434466660905363|0.6793536169159424|2.6013641743022164|1.6743731861906717
Eddy County|2000|0.9920256435362436|0.7935176546711225|1.9271008503938223|1.786140627019803
Ellsworth County|2000|1.3926205647347554|1.1140039336088072|11.254496202515432|1.7634950872017263
Erie County|2000|0.9780195263117915|0.7413039066337554|2.8595954441076605|1.8421463795247868
Fall River County|2000|1.0857739624710203|0.953168674273098|1.8068541687450412|1.5557959049948
Fannin County|2000|0.8835866911009769|0.7508382256239111|2.2767149549296617|2.2706053811158804
Faribault County|2000|1.4068672728192466|1.1126279079954902|3.2249413714486614|1.6977486210794661
Fauquier County|2000|0.7995681004985798|0.7124346194114347|1.6811525656978215|1.477985492539781
Fillmore County|2000|0.8117640687560607|0.7696774522890111|1.7268346258403977|1.6651853532401804
Fluvanna County|2000|1.4619121988221733|1.2780707763673853|1.5222998464456718|1.3464446185137307
Forsyth County|2000|1.5220602042689977|0.9501960265603219|2.1846784858240635|1.6560002299965602
Freestone County|2000|2.875366440402572|1.2075651334462365|1.740538501045998|1.5851928720565436
Frontier County|2000|2.127283194452786|0.9654364935182276|1.8423528279286099|1.5197659640157009
Fulton County|2000|0.9235610652508645|0.8364708641064427|1.8821940814633953|1.7263093773241
Garrett County|2000|2.2262955000802505|1.429893584152169|1.1327598388328781|1.1028421065357643
Geauga County|2000|1.2745341289319891|1.2544259925322092|1.53914500301306|1.3673348619041197
George County|2000|1.146110089110071|0.8439385112995453|1.4662977436413636|1.428675968650047
Gilpin County|2000|0.8824390715363649|0.7842552206166945|2.317180945238102|1.9146673017519646
Golden Valley County|2000|0.8658472798431098|0.8346323119224126|2.831564304074168|2.060049657894346
Goochland County|2000|1.048342480476863|0.969406760491839|4.156095318962939|1.853196281144486
Gordon County|2000|1.7361672545685363|1.4235465487167462|2.0490855680849047|2.0041113607061236
Grady County|2000|0.8490828091067842|0.6131609938713106|1.966036836202782|1.8920727905344166
Grand Traverse County|2000|0.8398839959842727|0.6595920645989403|1.8545854477059227|1.777627697150564
Graves County|2000|0.9841626123124575|0.7359742751903413|2.703617347016066|1.9121090921653072
Greenlee County|2000|11.3784845217927|1.0801307967703881|4.945456773423788|2.1966869024115088
Gregg County|2000|1.1624200233797943|0.7550871078393617|2.2522479498532504|2.1902469960552304
Gregory County|2000|1.0810579935517561|1.0032397165160847|2.8352492692828655|1.119448846280277
Griggs County|2000|1.7513273151242594|0.9367256405372849|2.0223865893180983|1.200227522304212
Gwinnett County|2000|1.1090304921874719|1.0792055176991633|1.4644371652968975|1.381745167000636
Haines Borough|2000|1.1035226363599941|0.8288224886787912|2.4563742133930386|1.2654688164004342
Hall County|2000|0.8271781893874643|0.8064527701927684|1.9219983470698605|1.912359614982605
Hampton County|2000|1.074040219517683|0.6146163033832895|3.2709347720413637|2.0914013861315675
Hampton city|2000|0.8760136806473905|0.800596639188544|2.2092610103096426|2.1766168206530905
Hanson County|2000|1.5365683529107386|0.9733268641242349|1.6096912214617995|1.4433598281131195
Haralson County|2000|1.3099961736880128|0.9322896330203975|2.083140110848452|1.7677572698256032
Hardeman County|2000|2.288279146532186|0.882566190181152|3.5361984940991418|2.073893959171469
Harding County|2000|1.1004885591807754|0.9832442791267029|2.6325671655630005|1.918735494444822
Harlan County|2000|1.5915213664970422|1.5568119426140852|2.4734049799927376|1.5527631484600162
Harmon County|2000|2.259095222319976|1.2510202106821238|2.1716367194683457|1.5075839835849436
Harnett County|2000|2.888587961139021|0.7513166398821066|2.998738700255508|1.654587347068971
Hawaii County|2000|1.3702362884126333|0.9390355718356458|2.1606677784729436|1.2984645084873385
Highlands County|2000|0.7967061450113166|0.7227058128358367|2.024159055456072|1.8529537791073019
Hillsborough County|2000|1.3672281701673865|0.8911850794212942|1.5198307310199035|1.3318294614973767
Hoke County|2000|0.8191851970004632|0.5439803787901011|3.7067608333104136|3.028139144160038
Hood River County|2000|1.7885354606460522|0.6524801475462765|2.783516243547092|2.557168343959804
Horry County|2000|5.193131648995039|1.0186357502248375|2.247826011312905|0.9825434839198302
Hot Springs County|2000|2.228880452907787|1.7544224629044474|1.5354506652340791|0.8798079938533214
Humboldt County|2000|1.2492577554336444|0.8572831675497203|2.0727326611736685|1.6735865479643754
Iroquois County|2000|0.6934938184130066|0.6569147377526509|3.431059579441567|2.052934463647879
Isabella County|2000|3.4467258676461983|1.0885342693448634|1.5666746604534316|1.2375472762140711
Isanti County|2000|2.3381242257359207|1.4536191205516837|5.220644193004733|1.9324675898127046
Jackson Parish|2000|1.1892344151039191|0.8486081124260579|3.737242555393936|1.596010934021799
James City County|2000|0.756417086802007|0.7160911271479997|2.1978628655026533|2.122274916233896
Juneau County|2000|3.756986158459767|1.2205788240675908|2.472464184626816|1.4489388585321545
Kendall County|2000|1.1069104823344325|0.902763830462626|2.7822035400628664|2.4327997749352916
Kenedy County|2000|1.199340371576483|0.5259247059947458|6.577128879309058|2.5405905237602213
Kenton County|2000|0.9789140036350775|0.7221488448070114|2.663806278618531|1.9442832555840985
Kershaw County|2000|0.9547915167319512|0.7662953669808071|1.956610910944949|1.8764640926750193
King William County|2000|1.5320391768849786|1.157045697952779|1.8945172892039737|1.4942891631099047
Kinney County|2000|1.0528857826102065|0.8570959331240218|1.9963454487818677|1.7357041015223595
Kossuth County|2000|0.6257425656228619|0.48880043774188975|2.496923535638651|2.058432986833425
Lafayette Parish|2000|1.2029961490667755|1.1691249867034694|2.617512612763399|1.6525512672423832
Lamoille County|2000|1.3435300909512566|1.084201334681323|2.0736712456447925|1.3278243874758877
Langlade County|2000|4.1636482426054755|1.343217510335578|2.227625228979755|1.4892482329602024
Lassen County|2000|1.2235852382175583|0.996141855656164|2.863577206943412|2.050690591247965
Lavaca County|2000|1.8740606443100998|0.879226222583271|1.9440836652941882|1.9069629507983368
Leelanau County|2000|1.399746622865813|0.8183597800863194|3.69879030438337|2.2528342486205046
Leon County|2000|2.089242680833128|1.7185753591877453|1.5228157149978772|1.454120434333785
Leslie County|2000|1.7972963243022686|1.0908022325106967|1.2532019034818564|0.9379929679134837
Lincoln Parish|2000|2.210686740302936|0.7405061116368977|1.760272702297929|1.6898758046744438
Livingston Parish|2000|1.664607671201878|0.7045779086999076|2.8477295303719345|1.9065464164153252
Loudon County|2000|1.9225810615585968|0.8250052687257181|1.8701734331476163|1.692694070550248
Loudoun County|2000|1.072923729046076|0.8912485889300058|2.8541581999916437|1.782263170321267
Lubbock County|2000|0.7542476677364381|0.6267987051534125|2.812962995879369|2.8021882661385846
Lucas County|2000|1.4622540315173091|0.8466668299234533|2.901850475802556|2.3644200383982295
Luna County|2000|0.7929890363702263|0.7420971202970378|3.8615409540362733|2.2160250860887722
Macon County|2000|1.035240790813095|0.8769111328905292|2.243428013431832|2.141658753105362
Madera County|2000|2.0684077152977216|1.0943677600979191|2.1211352295743278|1.7312759715523949
Magoffin County|2000|2.2443334271342277|1.1200427132345028|3.9541491357491756|1.1424618818936105
Mahaska County|2000|1.5026289280335592|1.1664841712055158|1.6155784587782946|1.469912648392971
Mahnomen County|2000|0.7713903278224784|0.7385344564424653|2.1509990509289074|1.8665299632643986
Malheur County|2000|1.0404428381807875|0.9619253681272056|1.991983133155139|1.303562245535035
Marengo County|2000|1.5552256700822034|1.0250079468294357|3.063052686619483|1.9335556019734224
Mathews County|2000|2.124342234040483|1.2313396497402516|2.23792751032446|1.6502368326141956
Mayes County|2000|0.6098217863543103|0.49209118242234257|3.466415238840834|2.8118519336063534
McCormick County|2000|1.0745489280690301|0.9981589663458492|1.34937235734733|1.2517683347634618
McCreary County|2000|1.2514439598821012|1.022706719700855|1.9659209107929723|1.8388853218518917
McMinn County|2000|3.649103903473801|1.3173532253562976|1.9956725494909962|1.6887362655273017
Meigs County|2000|1.553058389435215|1.1537612951288725|1.1369723520927937|1.1003363497164347
Mendocino County|2000|1.3476919616255856|0.9873407706358794|2.58311540707672|1.4778556954385484
Menominee County|2000|1.1903902382941884|1.0948574006697651|1.9624535386093622|1.8507464291918523
Missaukee County|2000|1.0200238909583157|0.7368831416361507|2.43347864876639|2.2529391314142098
Mitchell County|2000|1.5690155450975793|1.183057617280419|1.5622653351464517|1.5081788397083153
Mohave County|2000|2.385498380031832|1.313245760785895|1.665881231984048|1.0442577931132488
Moniteau County|2000|0.5797100201601663|0.49073318516387726|3.2994181961524833|2.6136507644197127
Montmorency County|2000|1.4714373900576407|1.1915064834578155|1.3308298962863592|1.2761319891304386
Moore County|2000|1.5519928625123007|1.0985760657481236|1.640442000102044|1.632714807686439
Morrill County|2000|1.0774288486089822|0.8003107323697827|4.586717655461549|2.173963304503577
Morris County|2000|1.5233340788885976|0.7977121226816057|1.9629788396289538|1.919153011145725
Musselshell County|2000|0.9417873481159561|0.760207861371115|2.1919587292172378|1.9084893965445369
Nassau County|2000|1.4621358025336764|0.9866195433909724|1.8944561122314005|1.6781550857997538
Nelson County|2000|1.6392987738209506|0.939538539511099|2.151768883725616|1.8993474058995052
Neshoba County|2000|1.5964434360922461|1.0714790749313412|2.022868384396254|1.9499074298756385
Nez Perce County|2000|0.9585884232559903|0.781518422194482|2.4830779846175646|1.9690456572628114
Niobrara County|2000|0.8448038434073576|0.5743699597336802|1.774650739952104|1.3343826726568395
Nobles County|2000|2.3734009951791575|1.3060858945307239|1.6005324084684762|0.8268248447154721
Norfolk County|2000|0.641099988281152|0.5385262464986127|9.196859173085496|3.584204394902996
Northampton County|2000|1.3083247494087835|0.7631828064719253|2.289528258990729|1.7315485902197434
Nowata County|2000|0.8962506991930554|0.8174273370977955|3.105234123394487|1.588551745329966
Nuckolls County|2000|1.7557442211604588|1.644154663279635|2.4508429470000497|1.667581801272356
O-Brien County|2000|2.241331790474019|0.9174443761933052|2.0397570117408566|2.0223481288382925
Oconee County|2000|1.6636320903549797|1.1142870958754303|1.2171032989125474|1.1963741625861093
Oconto County|2000|2.68074299475405|1.0430776177118395|1.840400244355672|1.7105979063611663
Ogle County|2000|2.3898501538908796|0.35448889581847265|2.4451291784390903|2.193309186336169
Oliver County|2000|1.6838100806912344|0.9783963932890658|2.9297513395470056|1.5757980721082967
Ontonagon County|2000|0.960784067216794|0.6687612885625601|3.1744349637274367|2.8572886762935417
Otero County|2000|1.1048616269524394|0.8194566628720361|2.051090289349994|2.035076443217171
Otsego County|2000|1.0996690251948715|0.9472473519384794|2.7303408043508925|1.7195555469998633
Ottawa County|2000|1.1710098372268671|0.9814071222800779|1.8873127109262668|1.66393398912101
Overton County|2000|1.2872504680374208|1.0161245118211646|2.815385789564302|1.2681278527425932
Palo Alto County|2000|1.0654740465124017|0.8106867386467873|2.1305708206487433|1.6718911068711793
Pasquotank County|2000|4.161702776181093|1.9200741140207938|2.41836890631715|1.3967287618044615
Payette County|2000|2.9131340491824687|1.4275881497177931|2.292844170654338|1.2399584196851485
Pearl River County|2000|0.9546423623853999|0.8981027101428688|3.3031224451322156|2.325020267124641
Pend Oreille County|2000|1.5750665685033944|1.0460623179987167|2.468412195454752|1.6942038316890689
Pershing County|2000|0.7514224476573668|0.7049095214442701|4.203297914111288|2.383435785551921
Piatt County|2000|1.7166314415062625|0.5809678471512271|2.331477891290193|1.0842681737348387
Pondera County|2000|3.831647885749167|0.8721837282373194|2.4350217042650693|2.216413583199347
Pottawattamie County|2000|1.2492731087750337|0.7635634830491668|4.0131738231703675|2.0716767077688267
Presidio County|2000|1.062233191018021|0.8579301227564606|2.3490661789139256|1.8457977982200018
Prince Edward County|2000|1.0866360773959516|0.7926311725806758|1.7099491517028917|1.4612913870249467
Queen Anne County|2000|11.623866535000861|0.6378402157788924|3.2939378807122495|2.0890705154960343
Racine County|2000|2.525331542726091|0.7589859352814389|2.095974415740543|1.8484563419534612
Randolph County|2000|1.0734207811544056|0.9070064210428076|1.679343043732295|1.6239348767955875
Ray County|2000|0.9544600590869596|0.7944358165547463|3.711872420816066|1.4253745637724873
Rhea County|2000|0.7959709468067683|0.7767051424753728|2.328157384975449|1.5923432519708935
Rich County|2000|1.940649951654223|0.7715855589160362|2.315521408350174|2.085686865970995
Richland Parish|2000|1.2293763150404349|1.0123391832989912|2.625229613496331|1.4797279184463035
Riley County|2000|0.7696101845207118|0.5941665889323718|2.71017429684171|1.9422990736665673
Roane County|2000|1.5107682770663904|0.872044248453199|1.8836566501314604|1.7846812626851034
Rock Island County|2000|1.4721875799261528|1.3389115464011434|1.8550936309886488|1.3163233360024569
Rockcastle County|2000|2.6470341300581715|1.0349971482737839|2.725208082568193|1.852325067211853
Rogers County|2000|4.3758328188321975|1.3622163638351314|2.7246077168336087|1.4849833856740269
Rolette County|2000|2.0186008948387237|0.7960494086123607|1.7312503472950331|0.8774098019476041
Rowan County|2000|1.3494340967550638|1.1207066431397639|2.8012269594312067|1.7512490260013254
Rush County|2000|1.0773547064171247|0.7225500821372935|3.541419907305426|2.6290353197496734
Sac County|2000|1.2513948911392765|0.8640621788761896|1.9752345837836014|1.9730430110788975
Salem County|2000|1.028085559931084|0.6370883590366013|2.167349198342869|1.8927971780135253
Salem city|2000|1.2412219124315316|1.0824939968754026|2.736256716932419|1.563014698705842
Saline County|2000|1.4190522825440732|1.0392521614556647|1.7638048059565008|1.7097207343795868
Salt Lake County|2000|2.7925615319511543|0.9976766800772481|2.102725132214218|1.5985079569823795
San Patricio County|2000|1.4236286723519473|1.2900523290118582|1.5698212883375238|1.5044452397428976
San Saba County|2000|2.337938655110159|0.8986033254344771|2.777052739923763|1.6521589298836783
Sanders County|2000|3.8585895175885|1.2158773390115012|4.910643353714366|2.2688910405654696
Sandusky County|2000|1.3700614836265153|1.1816933823398035|2.0394113737458275|1.6308106143051533
Santa Barbara County|2000|3.596009370199183|0.8943001567740797|1.821451141474903|1.377304145244811
Santa Cruz County|2000|1.4606994240615645|0.9958832602209203|2.869815350906077|2.1726363714816403
Schley County|2000|1.9010575551566762|0.7818865207602762|2.9578967043679936|1.4637205671956877
Screven County|2000|0.9494550804537859|0.90796113335044|2.2661250975043723|1.9493066118093656
Shasta County|2000|1.18688872843146|0.9741856206139858|1.8317206265182244|1.6686610922315768
Shawano County|2000|2.020191770420841|0.8168998576081569|2.036476914396678|1.8713962751979045
Shelby County|2000|0.9102787599225576|0.8651507709710552|2.3528678825027853|2.0342329200896985
Sherburne County|2000|1.7434535069629766|0.7611338457241171|3.9468393095322343|3.3800966862625557
Sheridan County|2000|1.3061334054167701|0.9787043400218727|2.3079988140570773|1.95086698910525
Slope County|2000|3.4885766609625026|1.0854137817775305|4.339894442165506|2.0659920973072126
Solano County|2000|1.2373393389719387|0.8974411448800825|2.020723689407155|1.8334169812567087
Stephenson County|2000|1.6431216916742653|0.877140407941146|2.3189246035371913|2.117124897808824
Stevens County|2000|1.3127417732806506|1.0204788066394366|2.217054834260905|1.4160342355336386
Stillwater County|2000|1.241787149095865|0.7411631834242722|3.2412236349493853|2.1840746002537497
Stokes County|2000|1.5602756468263754|1.0430818554593266|2.4792415127217384|2.4525838182880855
Sullivan County|2000|1.1431292356306195|0.9132284756999203|2.4556830418029434|1.5125987014451274
Surry County|2000|1.808532572917238|0.8402516405573134|2.1412786276590867|2.0781289996789907
Susquehanna County|2000|2.3375442784726896|1.4760824443007374|1.1802051925819441|1.0156730797115643
Sweet Grass County|2000|1.9962288201585014|1.369648764189924|3.9918253473520893|1.7356699726660207
Taney County|2000|3.9563476597194214|0.8053300693728298|2.2783682563909324|1.9097114555039014
Tate County|2000|3.6235304963591424|0.8187331619472671|2.754943692761079|1.9241078098053048
Teller County|2000|11.712623658520666|1.0764275695318761|3.0688428969298127|1.915545138330986
Tolland County|2000|1.6893014242916096|1.009435309526898|1.6516006320230991|1.5336333865623923
Union County|2000|1.0671797653890025|0.9249235464515477|1.9123110152584637|1.8973771437455622
Union Parish|2000|2.467638996269094|1.1975426821399753|1.7954424165688199|1.2228188687214612
Uvalde County|2000|3.6604166537167675|1.3343619473155628|1.8168307200881648|1.6437797233200167
Van Buren County|2000|0.8879608040245323|0.8775850777863319|2.353993013973759|1.633919378698922
Van Zandt County|2000|1.4104294633831882|1.1369310908682484|1.6715377702955523|1.384700502700779
Wabash County|2000|1.3440602128408181|1.3041981958996705|2.2608874788182125|1.5859688385171375
Wabaunsee County|2000|1.3338797983613393|0.6377437349013021|1.9469719650461388|1.7170583466986282
Wade Hampton Census Area|2000|1.4435232495331574|1.2844801392314074|2.626861176922984|2.2941373821539766
Wagoner County|2000|1.530956412614044|1.4789230750212803|1.7045065457269917|1.4014646773721917
Walker County|2000|1.0740799665850604|0.9233931358442535|2.1136702724011185|1.6478350292927628
Washington County|2000|1.0561873640224|0.9105051415505282|1.984753475454049|1.9681516389347793
Washington Parish|2000|1.2418908816090295|0.9224510262634842|1.6094247151620396|1.0058321461662891
Wayne County|2000|0.9197035378373842|0.9036102618878254|2.1400580634512547|2.071399072079347
Wells County|2000|1.237883236459595|1.025378723344019|2.9291279230293767|1.6526164997918378
West Feliciana Parish|2000|1.707064377899117|0.669572049870158|4.477557974249152|2.324239190494491
White Pine County|2000|1.4853710506735|0.9438960226267545|2.2462811074309204|1.8080467333757453
Whitley County|2000|2.3800476435188322|1.0601992981531076|1.81135249581272|1.3343651573289137
Wibaux County|2000|1.194789597545436|1.1414155279598945|5.73840336606405|1.8250423606266037
Wilkes County|2000|0.6809842377333218|0.5656467556483873|2.1796847837982014|2.110280588060851
Williamsburg County|2000|1.8951434355509382|1.2572572940849518|1.9052778790300575|1.5130185813706372
Williamsburg city|2000|1.1630737086494316|0.7853843205617735|2.4009748342087476|2.0669210364127775
Williamson County|2000|0.7457112936977196|0.6048183085455248|2.271527860088318|2.266261780080166
Winkler County|2000|1.2659160477345306|0.9424774727227498|2.033425362393902|1.5874113806126358
Winneshiek County|2000|0.9113485390336525|0.8860064469908439|2.456477265036144|1.8508093763207099
Wolfe County|2000|1.265433162044035|1.1671816807478008|2.2052086383012184|1.958419033343473
Woodford County|2000|0.7148929168387496|0.689039810350208|5.6594066350482395|2.14442875030036
Worcester County|2000|2.0038952279409377|1.028177183228558|1.9026289449645921|1.8099715517073656
Worth County|2000|0.9847870953149339|0.797773412319045|1.9980107381678118|1.8147192838649349
Wright County|2000|0.8617861792381442|0.8434397537671191|2.8681912731700243|1.6986010672373733
Wyandotte County|2000|1.483218658620921|0.9318612579973403|2.2853631255205067|1.688379638020942
Yankton County|2000|1.1583683897182715|1.1450169987014551|1.157380784964572|1.1473885108702082
Yoakum County|2000|1.4380728713004243|0.6607274083293829|3.2102836617092922|2.2904005987415847
York County|2000|1.1572832397100006|0.8030624918698431|2.8115686913096196|2.005879091520332
Yuba County|2000|0.8275787030706554|0.3537245121748199|2.755575199935138|2.345718110884668
Zapata County|2000|1.0873056874867495|1.0037297773207599|2.98601231331952|1.6989707671318623
